"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"twti","4.20","8.85","11.65","142.2K","237.0K","+55.3%","+85.7%","339.1M","38.3M","7.50M","none","none","2.98","-0.90","-0.19","1.15","2.18","2.97","none","7.72","34.5M","-27.2M","-24.9M","-72.0%","-78.9%","Dec 31","none","-18.53%","-24.33%","5.08","0.10","83.7M","517.0K","6.9%","511.0K","7.39","70.0K"
