"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"capx","8.688","20.00","21.96","0.51","17.1K","7,000","+120.7%","+195.9%","84.4M","4.22M","4.20M","none","none","16.80","2.38","0.71","17.81","none","1.19","8.40","1.12","86.9M","none","11.7M","14.4%","Dec 31","none","none","1.59%","16.89%","none","0","0","40.0K","1.0%","28.0K","5.00","8,000"
