"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ado","7.30","11.05","17.79","0.85","22.6K","26.0K","-35.0%","-12.8%","8.19B","741.5M","400.4M","none","1.60","-0.40","-0.09","23.41","0.38","6.90","none","0.47","17.4B","806.9M","-298.5M","-1.7%","0.2%","Dec 31","none","none","-4.54%","-21.05%","1.13","2.10","283.9M","249.0K","0.1%","243.0K","17.79","14.0K","0.25"
