"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"jelcy","3.438","8.60","20.00","1.38","0","0","+77.5%","+138.1%","3.16B","367.4M","146.9M","none","1.27","0.40","0.18","2.15","0.24","6.76","21.50","4.00","790.2M","162.4M","145.4M","18.4%","16.0%","Mar 31","none","22.94%","33.69%","1.94","0.03","88.5M","none","1"
