"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"rycey.ob","7.50","10.50","25.20","0.70","41.1K","39.0K","-19.2%","+8.3%","16.5B","1.57B","1.21B","none","none","1.97","0.15","0.08","5.62","0.60","5.34","70.95","1.87","8.88B","922.2M","232.7M","2.6%","6.3%","Dec 31","none","2.30%","7.77%","1.50","0.53","939.6M","none"
