"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares/ADR"
"buh","5.25","6.60","7.30","0","+14.8%","+16.1%","866.8M","131.3M","118.2M","none","none","18.09","1.06","0.05","68.96","0.34","0.36","6.25","0.10","9.07B","553.3M","126.9M","1.7%","4.3%","Dec 31","none","2.63%","6.72%","1.66","0.88","45.0M","none","1"
