"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"teu","7.20","9.61","9.80","203.0K","760.2M","79.1M","78.3M","none","none","13.22","none","-0.11","none","1.34","0.73","none","none","none","230.0M","-9.00M","none","5.4%","Dec 31","none","none","none","-0.86%","0.80","0.19","118.0M","none"
