"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"sbcfa","24.00","41.86","44.00","0.12","9,091","7,000","+70.0%","+128.0%","197.2M","4.71M","3.00M","1.12","2.68%","none","19.34","2.79","0.71","none","7.06","2.17","14.98","none","none","none","13.3M","none","Dec 31","none","none","1.16%","15.38%","none","0","0","11.0K","0.4%","12.0K","1.10","10.0K"
