"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"erj","10.50","17.16","47.40","621.8K","511.0K","-41.1%","-21.0%","2.67B","155.3M","69.6M","none","none","none","1.38","none","none","none","none","12.44","none","none","none","none","none","none","Dec 31","none","none","none","none","none","none","695.0K","1.0%","1.06M","1.04","670.0K","4"
