"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"wedx","2.64","3.50","12.25","3,227","1,000","-66.3%","-54.8%","272.0M","77.7M","76.9M","none","none","3.44","-0.37","0.03","1.23","1.69","1.02","none","2.86","92.0M","-20.6M","-28.8M","-31.3%","-27.3%","Dec 31","none","none","-9.25%","-10.45%","10.54","0","153.4M","0","0","4,000"
