"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"mbfc","15.20","23.00","31.50","0.38","136","0","+30.3%","+74.8%","43.1M","1.87M","1.40M","none","10.18","0.60","0.14","10.12","3.28","2.26","38.33","2.27","22.7M","none","1.34M","5.9%","Dec 31","none","0.39%","7.08%","none","0.04","6.15M","none"
