"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"reg","22.72","24.75","25.79","29.0K","-0.8%","+0.4%","1.42B","57.6M","21.3M","2.00","8.08%","none","20.61","1.63","0.41","6.49","0.23","1.20","15.16","3.81","382.4M","269.0M","93.6M","35.2%","53.6%","Dec 31","none","4.59%","7.86%","none","1.03","13.1M","407.0K","1.9%","437.0K","13.13","31.0K"
