"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ity","18.125","25.11","26.56","-0.31","11.8K","6,000","+28.8%","+72.7%","6.54B","260.4M","257.8M","none","none","-6.79","2.12","1.13","29.70","2.61","none","11.84","0.84","7.71B","898.9M","549.8M","6.3%","10.9%","Sep 23","none","none","15.94%","none","0.89","none","674.9M","17.0K","0.0%","15.0K","1.89","9,000","2"
