"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"rbnf.ob","11.071","15.20","15.45","-0.01","1,727","2,000","+34.4%","+80.2%","69.4M","4.57M","3.60M","0.46","3.01%","11.52","1.16","0.29","12.94","4.82","1.32","13.13","1.17","58.4M","none","5.23M","9.0%","Dec 31","none","none","0.74%","10.31%","none","0","18.3M","none"
