"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"aep","39.25","41.90","51.20","-0.10","831.0K","945.0K","-1.0%","+32.8%","13.5B","322.2M","319.0M","2.40","5.73%","none","25.29","none","1.31","none","0.66","1.66","none","none","none","none","421.0M","none","none","Dec 31","none","none","none","5.17%","0.82","1.93","0","2.82M","0.9%","2.95M","4.22","669.0K"
