"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fnfn","9.75","14.00","15.37","1,500","3,000","+1.8%","+36.5%","109.5M","7.82M","2.50M","0.21","1.50%","4.19","0.62","0.17","5.90","1.98","3.34","22.40","2.37","48.8M","none","5.16M","10.6%","Dec 31","none","0.88%","17.39%","none","2.33","15.5M","1,000","0.0%","0","1.00","1,000"
