"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"wmgc.ob","0.05","0.20","0.51","1,000","-60.0%","-46.4%","2.30M","11.5M","1.30M","none","0.00","0.01","-0.00","0.01","0","67.64","18.18","14.83","125.0K","19.0K","14.0K","11.2%","11.2%","Dec 31","none","42.42%","56.45%","6.50","0","3,000","none"
