"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"surw","38.40","49.25","58.90","0.10","8,318","16.0K","+21.6%","+63.1%","754.7M","15.3M","13.0M","1.00","2.03%","none","20.64","8.47","0.10","9.72","4.85","2.39","5.82","5.06","150.4M","45.9M","131.5M","87.4%","7.7%","Dec 31","none","31.22%","46.49%","2.48","0.14","74.3M","none"
