"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"unty","1.938","4.99","9.57","0.74","8,045","2,000","+21.0%","+62.2%","24.9M","4.98M","2.50M","none","4.69","-0.60","-0.23","6.27","2.60","1.06","none","0.80","24.8M","none","-2.46M","-1.1%","Dec 31","none","-0.08%","-13.56%","none","0.54","13.0M","0","1,000","11.0K"
