"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"haki","4.52","5.09","26.563","1.76","75.0K","26.0K","-79.4%","-72.4%","66.8M","13.1M","9.70M","none","none","6.38","-2.07","-0.26","16.73","2.54","0.80","none","0.30","223.3M","-22.1M","-27.2M","-12.2%","-10.1%","Dec 31","none","none","-22.16%","-28.05%","3.67","0.00","28.4M","643.0K","6.6%","698.0K","6.24","103.0K"
