"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"wnety.ob","0.003","0.01","2.063","14.7K","5,000","-99.3%","-99.1%","247.0K","24.7M","16.6M","none","none","2.00","-1.13","-0.61","0.43","1.31","0.01","none","0.02","13.9M","none","-31.7M","none","none","Dec 31","none","none","-71.95%","-81.06%","7.58","0","12.8M","0","0","438.0K","1"
