"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ugp","4.95","5.80","10.75","28.1K","79.0K","-42.0%","-22.2%","307.4M","53.0M","14.9M","1.48","25.52%","none","6.35","0.79","0.25","14.58","5.63","0.91","7.38","0.40","727.4M","109.0M","41.0M","8.4%","12.3%","Dec 31","none","8.53%","13.47%","4.32","0.43","298.2M","21.0K","0.1%","21.0K","1.75","12.0K","1"
