"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"fnbf","9.563","13.50","15.52","0.14","4,273","1,000","+30.1%","+74.5%","61.2M","4.54M","4.10M","0.52","3.85%","13.23","1.02","0.33","12.05","4.88","1.02","13.20","1.12","55.1M","none","4.68M","8.5%","Dec 31","none","none","0.67%","8.16%","none","0","0","0","0","3,000"
