"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mbwm","10.714","16.80","19.70","0.28","26.1K","5,000","+47.0%","+97.1%","52.3M","3.11M","2.60M","none","16.68","1.26","0.33","14.09","4.50","1.01","13.33","1.19","43.8M","none","3.90M","8.9%","Dec 31","none","0.69%","9.30%","none","0","18.2M","5,000","0.2%","13.0K","0.23","22.0K"
