"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"hcb","7.15","12.98","14.55","76.5K","94.0K","+2.3%","+37.2%","778.6M","60.0M","35.4M","none","none","30.43","4.85","0.06","54.35","14.91","0.43","2.68","0.24","4.07B","none","392.1M","9.7%","Dec 31","none","0.86%","20.91%","none","1.57","894.4M","106.0K","0.3%","232.0K","1.15","92.0K","2"
