"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"iblb.ob","10.50","12.50","12.50","182","0","+19.0%","+59.6%","2.64M","211.0K","100.0K","0.20","1.60%","none","18.65","1.11","0.14","11.94","0.76","0.67","11.24","1.05","2.45M","none","225.0K","9.2%","45.7%","Dec 31","none","0.71%","5.93%","none","none","160.0K","none"
