"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"fkky","12.625","16.57","17.80","-0.07","1,318","1,000","+27.5%","+70.9%","20.6M","1.25M","700.0K","1.12","6.76%","14.55","1.23","0.29","8.74","0.59","1.14","13.48","1.90","10.9M","none","1.54M","14.1%","36.9%","June 30","none","none","1.04%","8.50%","none","none","5.39M","1,000","0.1%","0","0"
