"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"sbaq.ob","0.035","0.05","0.11","3,000","0","-44.4%","-33.6%","1.50M","29.9M","7.50M","none","none","-0.03","-0.01","-0.00","0.01","0.00","none","none","8.61","208.0K","-587.0K","-260.0K","none","none","Feb 28","none","none","-32.36%","none","0.93","none","20.0K","none"
