"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"glyn","7.50","11.20","12.15","30.0K","+12.7%","+14.0%","190.7M","17.0M","5.60M","none","none","10.68","0.05","0.12","38.38","0.66","1.05","215.38","0.29","449.9M","35.9M","1.03M","0.2%","4.7%","Feb 3","none","none","0.46%","1.01%","2.46","0.05","10.8M","1.15M","20.6%","967.0K","10.76","107.0K"
