"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"ozrk","10.188","23.48","24.98","0.70","9,909","5,000","+104.2%","+173.8%","88.8M","3.78M","2.00M","0.48","2.04%","none","13.95","2.08","0.60","none","7.02","1.68","11.28","none","none","none","7.92M","none","Dec 31","none","none","0.97%","15.90%","none","0","0","0","0","6,000"
