"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"advna","5.875","8.21","19.10","1.09","38.1K","41.0K","-17.4%","+10.8%","225.0M","27.4M","18.2M","0.25","3.07%","15.00","none","0.09","none","0.88","0.55","none","none","none","37.2M","2.27M","none","-23.9%","Dec 31","none","none","none","0.55%","none","0.98","0","1.60M","8.8%","1.68M","33.98","47.0K"
