"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"usg","2.80","5.39","24.75","1.33","191.7K","218.0K","-69.3%","-58.8%","234.2M","43.5M","22.2M","0.10","1.85%","none","10.93","-11.49","0.61","77.36","7.00","0.49","none","0.07","3.38B","-593.0M","-498.0M","-14.8%","-20.2%","Dec 31","none","none","-15.63%","-81.54%","4.23","0.13","395.0M","12.2M","54.7%","11.7M","65.34","186.0K"
