"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"gcfbu","1.95","2.35","4.938","364","0","-21.7%","+5.0%","8.95M","3.81M","1.00M","none","none","0.96","-0.10","0.01","1.65","0.40","2.45","none","1.42","6.38M","116.0K","-400.0K","-6.3%","-3.7%","Dec 31","none","none","-5.16%","-10.46%","1.39","1.17","1.52M","10.0K","1.0%","8,000","0"
