"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"vsl","6.80","9.70","17.88","157.9K","178.0K","+1.2%","+35.7%","1.38B","142.5M","51.3M","none","none","2.25","none","none","none","none","4.30","none","none","none","none","none","none","Mar 31","none","none","none","none","none","none","270.0K","0.5%","273.0K","2.03","133.0K","2"
