"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"ibn","2.50","4.86","9.50","62.0K","122.0K","-4.0%","+28.7%","535.5M","110.2M","19.9M","none","none","2.41","0.35","0.10","2.13","7.26","2.02","13.73","2.28","175.7M","none","29.2M","16.6%","Mar 31","none","none","1.21%","18.62%","none","0.15","714.8M","3,000","0.0%","7,000","0.10","30.0K","2"
