"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pklb.ob","0.28","0.59","0.75","0.04","1,000","1,000","+57.3%","+111.0%","1.47M","2.50M","1.80M","none","-0.73","-0.24","-0.15","2.53","0.17","none","none","0.23","8.91M","25.0K","-513.0K","-5.8%","-6.2%","June 30","none","-8.25%","none","0.95","0","414.0K","none"
