"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"anz","33.25","44.70","46.20","0.82","10.6K","16.0K","+21.2%","+62.6%","13.3B","297.4M","190.3M","none","none","14.66","3.11","1.23","17.96","15.55","3.05","14.36","2.49","5.48B","none","947.0M","16.8%","Sep 30","none","1.05%","22.14%","none","1.29","4.62B","141.0K","0.1%","12.0K","20.14","7,000","5"
