"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"daiey","1.85","2.30","4.75","0.95","182","0","-47.4%","-29.5%","811.9M","353.0M","349.4M","0.18","7.83%","none","none","-0.95","none","none","none","none","none","none","none","none","none","none","none","Feb 28","none","none","none","none","none","none","166.0K","0.0%","166.0K","0","2"
