"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"selo.ob","11.429","17.625","19.75","-0.47","1,273","0","+48.0%","+98.5%","6.36M","361.0K","200.0K","0.18","1.02%","18.68","0.66","0.13","12.71","1.54","0.94","26.91","1.39","4.26M","none","218.0K","5.2%","33.6%","Dec 31","none","0.36%","3.28%","none","none","555.0K","none"
