"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"fmcb.ob","185.714","250.00","285.00","0","0","+34.6%","+80.5%","180.2M","721.0K","600.0K","3.90","1.56%","134.71","16.43","4.38","95.31","54.93","1.86","15.22","2.62","68.0M","none","11.7M","17.2%","Dec 31","none","1.32%","12.89%","none","0","39.6M","none"
