"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"grmn","12.70","16.81","25.688","191.5K","43.0K","-20.0%","-4.3%","1.82B","108.2M","58.5M","none","none","3.83","1.10","0.34","3.46","2.58","4.39","15.23","4.86","364.4M","140.2M","116.3M","31.9%","36.0%","Dec 30","none","27.59%","35.55%","11.19","0.09","278.8M","534.0K","0.9%","454.0K","5.34","100.0K"
