"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"tld","15.20","17.20","27.563","0.86","16.3K","12.0K","-26.8%","-1.8%","7.45B","432.9M","246.8M","none","9.23","2.12","0.04","14.10","0.79","1.86","8.13","1.22","6.09B","2.21B","914.8M","14.5%","22.2%","Dec 31","none","9.42%","23.87%","0.81","1.57","341.3M","15.0K","0.0%","26.0K","1.25","12.0K","0.5"
