"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"apuuy.ob","0.016","0.085","1.875","2.59","2,818","0","-94.8%","-93.0%","24.5M","287.9M","95.0M","none","none","9.93","-0.04","0.07","13.88","5.68","0.01","none","0.01","3.79B","1.03B","-4.03M","6.0%","27.1%","Dec 31","none","1.31%","-0.14%","1.41","3.44","1.67B","551.0K","0.6%","551.0K","0","4"
