"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"ppk","2.188","2.50","3.90","1,045","0","0.0%","+34.1%","15.7M","6.27M","1.90M","none","none","2.97","0.21","0.08","17.58","0.07","0.84","11.63","0.14","112.1M","10.4M","1.38M","1.2%","4.6%","Oct 31","none","none","1.97%","7.43%","1.07","1.83","461.0K","1,000","0.1%","1,000","0"
