"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"teln","9.00","11.351","15.625","1,591","1,000","-21.2%","-5.8%","6.71B","590.7M","124.1M","none","none","7.87","1.08","-0.30","8.42","none","1.44","10.47","1.35","4.49B","1.09B","635.4M","14.2%","5.8%","Dec 31","none","6.95%","19.09%","1.22","0.56","none","0","0","2,000","3"
