"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"casb","6.373","9.07","9.10","0.22","1,909","0","+30.8%","+75.5%","55.8M","6.15M","4.70M","none","7.25","0.81","0.26","none","1.30","1.25","11.20","none","none","none","5.03M","none","32.8%","June 30","none","none","0.70%","12.03%","none","none","9.16M","0","0","2,000"
