"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"chcl.ob","0.06","0.075","0.156","-0.88","47.0K","33.0K","+19.0%","+59.6%","17.2M","230.0M","144.9M","none","none","0.89","0.04","0.01","0.08","0.06","0.08","1.88","0.92","15.4M","9.56M","5.56M","36.2%","36.2%","Dec 31","none","2.76%","2.84%","12.54","0","14.7M","none"
