"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (10-day avg)","4-Week Change","4-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mxre","10.25","16.50","17.60","101.0K","+3.4%","+4.6%","474.5M","28.8M","14.3M","none","none","14.52","0.48","-0.15","15.89","0.77","1.14","34.66","1.04","456.4M","none","14.1M","4.0%","4.0%","Dec 31","none","1.50%","3.44%","none","0","22.2M","358.0K","2.5%","0","1.00","358.0K"
