"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"mcel","2.84","4.11","24.375","51.2K","60.0K","-79.1%","-71.9%","112.1M","27.3M","16.2M","none","none","0.84","-0.68","-0.19","none","0.92","4.90","none","none","none","-23.0M","-18.6M","none","none","Dec 31","none","none","-63.60%","-69.89%","7.73","0","22.3M","586.0K","3.6%","585.0K","15.42","38.0K"
