"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"brln.ob","0.14","0.23","2.50","409","2,000","-54.0%","-38.3%","330.0K","1.43M","1.10M","none","-0.01","-1.23","2.23","0.01","none","none","none","21.05","14.0K","-30.0K","-77.0K","none","none","June 30","none","-202.63%","-855.56%","0.83","none","none","none"
