"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Shares/ADR"
"bbv","8.45","11.28","16.625","1.14","175.5K","205.0K","-15.3%","+13.6%","36.0B","3.20B","3.16B","none","4.84","0.64","0.20","6.68","1.92","2.33","17.68","1.69","20.8B","none","2.00B","9.6%","Dec 31","none","0.75%","14.01%","none","0.33","6.14B","3.45M","0.1%","936.0K","20.40","169.0K","1"
