"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"jayj.ob","0.006","0.006","0.047","2.00","0","0","-87.2%","-82.9%","3,000","549.0K","70.0K","none","-8.22","-10.37","-1.22","117.44","1.62","none","none","0","62.9M","-2.20M","-5.55M","-8.2%","-7.5%","Jan 31","none","-25.86%","none","0.89","11.50","889.0K","none"
