"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"mcph.ob","14.50","20.00","26.00","45","0","+32.2%","+77.3%","7.28M","364.0K","100.0K","0.48","2.40%","none","27.16","1.19","0.45","24.26","52.04","0.74","16.81","0.82","8.88M","none","435.0K","4.9%","41.7%","June 30","none","0.30%","4.53%","none","none","18.9M","none"
