"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Daily Volume"
"esni","0.25","0.27","3.25","2.46","3,000","8,000","-90.6%","-87.4%","2.00M","7.42M","1.90M","none","none","-0.44","-1.74","-0.20","1.25","0.06","none","none","0.22","8.83M","-11.2M","-12.3M","none","none","Dec 31","none","-143.54%","-359.25%","0.34","none","418.0K","2,000","0.1%","8,000","0"
