"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"fmer","20.66","23.08","27.75","0.89","168.9K","174.0K","+1.7%","+36.4%","1.97B","85.3M","69.9M","0.92","3.99%","10.61","1.85","0.49","none","2.96","2.18","12.45","none","none","none","160.7M","none","Dec 31","none","none","1.57%","17.75%","none","0","0","580.0K","0.8%","604.0K","3.52","165.0K"
