"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"cbac.ob","6.063","9.30","11.375","-0.10","227","1,000","-18.2%","+9.6%","17.9M","1.92M","1.20M","none","none","10.35","1.02","0.31","10.34","1.88","0.90","9.15","0.90","20.4M","none","2.00M","9.8%","Dec 31","none","0.96%","11.30%","none","0.07","3.43M","none"
