"Company","52-Week Low","Recent Price","52-Week High","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"pvr","22.19","23.01","23.25","352.1M","15.3M","6.30M","none","none","2.25","0.86","0.24","2.16","0.04","10.24","26.82","10.63","33.1M","24.4M","13.1M","39.6%","66.9%","Dec 31","none","8.58%","42.90%","3.47","4.12","684.0K","none"
