"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short"
"ccaa.ob","0.01","0.025","0.172","55.4K","28.0K","-84.0%","-78.5%","1.23M","49.1M","24.6M","none","none","-0.00","0","-0.00","none","none","none","none","none","0","none","0","none","none","Dec 31","none","none","0.00%","none","0.21","none","none","none"
