"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","13-Week Change","13-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"telm","3.49","6.65","29.73","1.23M","1.69M","-54.2%","-47.5%","731.2M","110.0M","8.60M","none","none","4.13","none","-0.47","none","2.10","1.61","none","none","none","-112.3M","-48.2M","none","none","Dec 31","none","none","none","-10.61%","5.46","0.02","226.4M","5.97M","69.5%","3.40M","3.37","1.77M"
