"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Long-Term Debt/Equity","Total Cash","Shares Short"
"pnfp","4.00","7.25","9.00","1,136","1,000","0.0%","+34.1%","13.8M","1.91M","1.50M","none","none","7.14","-2.23","-0.34","1.95","none","1.02","none","3.71","3.73M","none","-4.26M","none","Dec 31","none","none","-7.53%","-27.85%","none","0","0","none"
