"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"imr","3.65","6.31","8.15","1.13","18.3K","25.0K","+18.8%","+59.3%","92.9M","14.7M","8.20M","0.24","3.80%","none","11.71","-0.27","0.01","47.09","0.31","0.54","none","0.13","723.8M","12.8M","-4.13M","-0.5%","-0.8%","Dec 31","none","none","-0.84%","-2.29%","0.98","0.73","5.23M","239.0K","2.9%","234.0K","12.58","19.0K"
