"Company","52-Week Low","Recent Price","52-Week High","Daily Volume (3-month avg)","Daily Volume (10-day avg)","26-Week Change","26-Week Change","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume"
"eres","4.45","7.75","8.00","14.5K","15.0K","+37.2%","+64.0%","53.9M","6.96M","3.50M","none","none","4.37","-0.66","0.04","3.82","3.01","1.77","none","2.03","27.0M","-6.22M","-4.57M","-15.8%","-29.0%","Dec 31","none","none","-9.05%","-14.01%","2.83","0","0","0","3,000","14.0K"
