"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume"
"urgi","4.625","5.99","11.25","0.39","13.0K","20.0K","+8.9%","+46.1%","79.5M","13.3M","2.30M","none","none","9.43","0.25","0.01","31.87","2.85","0.64","23.68","0.19","427.8M","14.2M","3.40M","0.8%","0.9%","Feb 3","none","none","1.73%","2.76%","1.80","0.06","37.9M","5,000","0.2%","4,000","0.71","7,000"
