"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter (fully updated)","Most recent quarter (flash earnings)","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Shares Short (Prior Month)","Daily Volume","Shares/ADR"
"denhy","13.125","14.14","19.00","0.35","7,909","9,000","+6.7%","+43.1%","149.5M","10.6M","6.40M","none","none","8.27","1.41","0.30","15.00","3.12","1.71","10.05","0.94","159.7M","20.0M","15.0M","9.4%","12.5%","Dec 31","none","none","10.47%","17.52%","2.66","0.08","0","0","1,000","10.0K","1"
